,OBJECTID,PLANT_NAME,COUNTY,ONLINE_MW,FACILITY,GENERAL_FUEL,PRIMARY_FUEL,TECHNOLOGY,STATUS,TURBINE_MW,ONLINE_DATE,PLANT_CITY,PLANT_STATE,PLANT_ZIPC,RIVER_SYSTEM,STREAM_NAME,DEVELOPER,ELEVATION,location,latlons,lat,lon
298,660,PATTERSON,ALAMEDA,21.8,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,4/2/85,LIVERMORE,CA,94550,,,ENXCO,327.78900150000004,LIVERMORE+CA,"[-121.7680088, 37.6818745]",37.6818745,-121.7680088
299,661,SOUTHEAST DIGESTER GAS COGEN,SAN FRANCISCO,2.0,WTE,DIGESTER GAS,DIGESTER GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,,7/1/02,SAN FRANCISCO,CA,94124,,,,6.6472549,SAN FRANCISCO+CA,"[-122.4194155, 37.7749295]",37.7749295,-122.4194155
300,926,SF FUEL CELL STATION,SAN FRANCISCO,1.6,OIL/GAS,OIL/GAS,NATURAL GAS,HYDROGEN FUEL CELL,OPERATIONAL,,9/27/11,SAN FRANCISCO,CA,94132,,,,32.802982300000004,SAN FRANCISCO+CA,"[-122.4194155, 37.7749295]",37.7749295,-122.4194155
301,929,LA GRANGE,STANISLAUS,4.2,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"#1 = 1.2 / 1.2
#2 = 3.4 / 3.4",1/1/24,LA GRANGE,CA,95329,TUOLOMNE RIVER,"SAN JOAQUIN RIVER, LA GRANGE RESERVOIR",,66.55352020000001,LA GRANGE+CA,"[-120.4635289, 37.6635433]",37.6635433,-120.4635289
302,930,WTP NO.  2 SUPPLY LINE,ALAMEDA,1.25,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,,5/1/93,FREMONT,CA,94538,,SOUTH BAY AQUEDUCT,ALAMEDA COUNTY WATER DIST.,191.82345580000003,FREMONT+CA,"[-121.9885719, 37.5482697]",37.5482697,-121.9885719
303,931,DAWSON LAKE,TUOLUMNE,4.4,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,11/1/83,LA GRANGE,CA,95329,TUOLUMNE RIVER,"MAIN CANAL,  TUOLUMNE RIVER, SAN JOAQUIN",TURLOCK IRRIGATION DISTRICT,91.3742599,LA GRANGE+CA,"[-120.4635289, 37.6635433]",37.6635433,-120.4635289
304,932,CSU EAST BAY FUEL CELL STATION,ALAMEDA,1.4,OIL/GAS,OIL/GAS,HYDROGEN,FUEL CELL,OPERATIONAL,,9/27/11,HAYWARD,CA,94542,,,,146.8539276,HAYWARD+CA,"[-122.0807964, 37.6688205]",37.6688205,-122.0807964
305,937,HICKMAN,STANISLAUS,1.08,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,9/1/79,HICKMAN,CA,95323,SAN JOAQUIN  VALLEY FLOOR,SAN JOAQUIN RIVER,,52.4971161,HICKMAN+CA,"[-120.7538163, 37.6235428]",37.6235428,-120.7538163
306,939,RUSSELL CITY AMENDMENT,ALAMEDA,195.0,OIL/GAS,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,,8/2/13,HAYWARD,CA,94545,,,,2.9591136000000002,HAYWARD+CA,"[-122.0807964, 37.6688205]",37.6688205,-122.0807964
307,942,HAYWARD WASTEWATER SOLAR FACILITY,ALAMEDA,1.0,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR ARRAY,OPERATIONAL,,3/9/11,HAYWARD,CA,94545,,,REC SOLAR,2.1996827000000003,HAYWARD+CA,"[-122.0807964, 37.6688205]",37.6688205,-122.0807964
308,943,TURLOCK LAKE,STANISLAUS,3.3,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"#1 = 1.1 / .63
#2 = 1.1 / .63
#3 = 1.1 / .63",7/1/80,TURLOCK,CA,95323,SAN JOAQUIN VALLEY FLOOR,SAN JOAQUIN RIVER,,74.149559,TURLOCK+CA,"[-120.8465941, 37.4946568]",37.4946568,-120.8465941
309,948,ALMOND,STANISLAUS,49.0,OIL/GAS,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,#1 = /49.5,7/22/82,CERES,CA,95326,,,,25.024051699999998,CERES+CA,"[-120.9577098, 37.5949316]",37.5949316,-120.9577098
310,953,WALNUT,STANISLAUS,48.0,OIL/GAS,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,#1 - #2 = /25.0,5/1/86,TURLOCK,CA,95380,,,,26.314489399999996,TURLOCK+CA,"[-120.8465941, 37.4946568]",37.4946568,-120.8465941
311,954,WALNUT ENERGY CENTER,STANISLAUS,250.0,OIL/GAS,OIL/GAS,NATURAL GAS,GREEN FIELD,OPERATIONAL,,2/28/06,TURLOCK,CA,95380,,,,26.628419899999997,TURLOCK+CA,"[-120.8465941, 37.4946568]",37.4946568,-120.8465941
312,956,OX MOUNTAIN LANDFILL,SAN MATEO,11.4,WTE,LANDFILL GAS,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,,7/1/09,HALF MOON BAY,CA,94019,,,,139.90184019999998,HALF MOON BAY+CA,"[-122.4285862, 37.4635519]",37.4635519,-122.4285862
313,962,BYXBEE PARK SANITARY LF,SANTA CLARA,2.0,WTE,LANDFILL GAS,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,"1= 2, 2=1",4/1/90,PALO ALTO,CA,94303,,,,2.2905211,PALO ALTO+CA,"[-122.1430195, 37.4418834]",37.4418834,-122.1430195
314,967,LOS ESTEROS PHASE 2,SANTA CLARA,140.0,OIL/GAS,OIL/GAS,NATURAL GAS,"GAS TURBINE, COMBINED CYCLE",OPERATIONAL,,8/9/13,MOUNTAIN VIEW,CA,95134,,,,5.1052217,MOUNTAIN VIEW+CA,"[-122.0838511, 37.3860517]",37.3860517,-122.0838511
315,972,SUNNYVALE LANDFILL GAS POWER GENERATION FACILITY,SANTA CLARA,1.6,WTE,LANDFILL GAS,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,"1=0.8, 2=0.8",12/31/99,SUNNYVALE,CA,94087,,,,7.5196838,SUNNYVALE+CA,"[-122.0363496, 37.36883]",37.36883,-122.0363496
316,976,DONALD VON RAESFELD CC,SANTA CLARA,147.0,OIL/GAS,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, STEAM, HEAT RECOVERY",OPERATIONAL,"1=49, 2=49, 3=49",3/24/05,SANTA CLARA,CA,95054,,,,11.092274699999999,SANTA CLARA+CA,"[-121.9552356, 37.3541079]",37.3541079,-121.9552356
317,978,CITY OF SANTA CLARA,SANTA CLARA,5.8,OIL/GAS,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, WASTE HEAT",OPERATIONAL,"#1 = 2.9 / 2.9
#2 = 2.9 / 2.9",6/1/82,SANTA CLARA,CA,95050,,,,14.1314325,SANTA CLARA+CA,"[-121.9552356, 37.3541079]",37.3541079,-121.9552356
318,982,PORTAL,FRESNO,10.0,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,12/22/56,BIG CREEK,CA,93605,RANCHERIA CREEK,"RANCHERIA CREEK, BIG CREEK, HUNTINGTON LAKE",SOUTHERN CALIFORNIA EDISON,2118.939209,BIG CREEK+CA,"[-119.2460242, 37.2048997]",37.2048997,-119.2460242
319,984,COX STATION,SANTA CLARA,0.1,HYDROELECTRIC,HYDRO,HYDRO,HYDRO,OPERATIONAL,,11/22/11,SARATOGA,CA,95070,SARATOGA CREEK,,,96.4219589,SARATOGA+CA,"[-122.0230146, 37.2638324]",37.2638324,-122.0230146
320,985,BIG CREEK 8,FRESNO,64.5,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=25.8, 2=38.7",1/1/21,AUBERRY,CA,93643,SAN JOAQUIN RIVER,"SAN JOAQUIN RIVER, NEAR BIG CREEK",SOUTHERN CALIFORNIA EDISON,679.7731934,AUBERRY+CA,"[-119.4854113, 37.0807823]",37.0807823,-119.4854113
321,986,BIG CREEK 1,FRESNO,82.9,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=21, 2=17, 3=21, 4=31.2",1/1/13,BIG CREEK,CA,93605,SAN JOAQUIN RIVER,"BIG CREEK, SAN JOAQUIN RIVER",SOUTHERN CALIFORNIA EDISON,1473.8278809,BIG CREEK+CA,"[-119.2460242, 37.2048997]",37.2048997,-119.2460242
322,987,BIG CREEK 2,FRESNO,67.1,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"3=20, 4=20, 5=16.9, 6=18.8",1/1/13,BIG CREEK,CA,93605,SAN JOAQUIN RIVER,"BIG CREEK, SAN JOAQUIN RIVER",SOUTHERN CALIFORNIA EDISON,927.3299561000001,BIG CREEK+CA,"[-119.2460242, 37.2048997]",37.2048997,-119.2460242
323,988,BIG CREEK 2A,FRESNO,98.5,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=49.3, 2=49.2",1/1/28,BIG CREEK,CA,93605,SAN JOAQUIN RIVER,"BIG CREEK, SAN JOAQUIN RIVER",SOUTHERN CALIFORNIA EDISON,901.1173706000001,BIG CREEK+CA,"[-119.2460242, 37.2048997]",37.2048997,-119.2460242
324,990,METCALF ENERGY CENTER,SANTA CLARA,565.8,OIL/GAS,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, STEAM, HEAT RECOVERY",OPERATIONAL,"1=193, 2=193, 3=231",5/27/05,SAN JOSE,CA,95013,,,BECHTEL,77.81937409999999,SAN JOSE+CA,"[-121.8949555, 37.3393857]",37.3393857,-121.8949555
325,992,EASTWOOD,FRESNO,199.0,HYDROELECTRIC,HYDRO,WATER,"PUMPED STORAGE, WATER",OPERATIONAL,,12/1/87,SHAVER LAKE,CA,93664,SAN JOAQUIN RIVER,"SOUTH FORK SAN JOAQUIN RIVER, BALSAM CREEK",SOUTHERN CALIFORNIA EDISON,1909.9029540999998,SHAVER LAKE+CA,"[-119.3176258, 37.104114]",37.104114,-119.3176258
326,993,BIG CREEK 3,FRESNO,177.0,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=34.5, 2=34.5, 3=34.3, 4=40.5, 5=38.1",1/1/23,AUBERRY,CA,93605,SAN JOAQUIN RIVER,"SAN JOAQUIN RIVER, NEAR BIG CREEK",SOUTHERN CALIFORNIA EDISON,435.53417970000004,AUBERRY+CA,"[-119.4854113, 37.0807823]",37.0807823,-119.4854113
327,1006,AMERESCO SANTA CRUZ ENERGY,SANTA CRUZ,3.2,WTE,LANDFILL GAS,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,,2/2/06,WATSONVILLE,CA,95076,,,,8.585840199999998,WATSONVILLE+CA,"[-121.7568946, 36.910231]",36.910231,-121.7568946
328,1008,MOSS LANDING,MONTEREY,2484.0,OIL/GAS,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, STEAM, HEAT RECOVERY",OPERATIONAL,"1=510, 2=510, 6=754.33, 7=755.7",7/11/02,MOSS LANDING,CA,95039,,,,9.619574499999999,MOSS LANDING+CA,"[-121.7868953, 36.8044003]",36.8044003,-121.7868953
329,1012,MARINA,MONTEREY,5.4,WTE,MSW,MSW,LANDFILL GAS,OPERATIONAL,,12/30/83,MARINA,CA,93933,,,,26.157304800000002,MARINA+CA,"[-121.802173, 36.68440289999999]",36.68440289999999,-121.802173
330,1016,KAWEAH 3,TULARE,4.8,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=2.4, 2=2.1",5/29/13,THREE RIVERS,CA,93271,KAWEAH RIVER,KAWEAH RIVER,SOUTHERN CALIFORNIA EDISON,423.802887,THREE RIVERS+CA,"[-118.9045445, 36.4388364]",36.4388364,-118.9045445
331,1017,KAWEAH 1,TULARE,2.2,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,5/5/29,THREE RIVERS,CA,93237,KAWEAH RIVER,"EAST FORK, KAWEAH RIVER",SOUTHERN CALIFORNIA EDISON,343.0039063,THREE RIVERS+CA,"[-118.9045445, 36.4388364]",36.4388364,-118.9045445
332,1018,KAWEAH 2,TULARE,1.8,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,9/13/29,THREE RIVERS,CA,93237,KAWEAH RIVER,MIDDLE FORK  KAWEAH RIVER,SOUTHERN CALIFORNIA EDISON,300.9406738,THREE RIVERS+CA,"[-118.9045445, 36.4388364]",36.4388364,-118.9045445
333,1021,TERMINUS,TULARE,20.0,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,3/16/90,LEMONCOVE,CA,93274,TERMINUS DAM,KAWEAH RIVER,,217.4875031,LEMONCOVE+CA,"[-119.025833, 36.381389]",36.381389,-119.025833
334,1028,NICHOLS FARM,KINGS,1.19,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,4/6/11,HANFORD,CA,93230,,,SOL ORCHARD & SOLFOCUS,79.68132779999999,HANFORD+CA,"[-119.6456844, 36.3274502]",36.3274502,-119.6456844
335,1038,TULE,TULARE,6.4,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,1/1/14,SPRINGVILLE,CA,93265,TULE RIVER,NORTH FORK MIDDLE FORK TULE RIVER,PACIFIC GAS & ELECTRIC,366.97653199999996,SPRINGVILLE+CA,"[-118.8181495, 36.1302265]",36.1302265,-118.8181495
336,1039,TULE RIVER,TULARE,2.52,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=1.26, 2=1.26",9/14/09,SPRINGVILLE,CA,93265,TULE RIVER,TULE RIVER,,365.66851810000003,SPRINGVILLE+CA,"[-118.8181495, 36.1302265]",36.1302265,-118.8181495
337,1044,TULARE SUCCESS,TULARE,1.4,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,,12/1/89,PORTERVILLE,CA,92357,TULE RIVER,TULE RIVER,LOWER TULE RIVER IRRIGATION DISTRICT,170.30397030000003,PORTERVILLE+CA,"[-119.0167679, 36.06523]",36.06523,-119.0167679
338,1048,PIXLEY COGEN,TULARE,6.0,OIL/GAS,OIL/GAS,NATURAL GAS,ETHANOL,OPERATIONAL,,1/1/08,PIXLEY,CA,93256,,,,82.8694,PIXLEY+CA,"[-119.2917785, 35.9685648]",35.9685648,-119.2917785
339,1050,SIERRA POWER CORP.,TULARE,7.0,WTE,BIOMASS,WOODWASTE,STEAM TURBINE,OPERATIONAL,,1/1/85,TERRA BELLA,CA,93270,,,,150.4540253,TERRA BELLA+CA,"[-119.0442687, 35.9624529]",35.9624529,-119.0442687
340,1051,SUN CITY,KINGS,20.0,SOLAR,SOLAR,PHOTOVOLTAIC,,OPERATIONAL,,8/5/11,AVENAL,CA,93204,,,,222.7089233,AVENAL+CA,"[-120.1290272, 36.0041223]",36.0041223,-120.1290272
341,1052,SAND DRAG,KINGS,19.0,SOLAR,SOLAR,PHOTOVOLTAIC,,OPERATIONAL,,8/5/11,AVENAL,CA,93204,,,EURUS ENERGY AMERICA CORP.,223.0587616,AVENAL+CA,"[-120.1290272, 36.0041223]",36.0041223,-120.1290272
342,1054,DANIEL M. BATES,TULARE,0.35,HYDROELECTRIC,HYDRO,HYDRO,RUN-OF-RIVER,OPERATIONAL,,11/22/89,HOT SPRINGS,CA,93207,,"DEER CREEK, TYLER CREEK",,741.6751098999999,HOT SPRINGS+CA,"[-121.0375, 41.1463899]",41.1463899,-121.0375
343,1061,KERN RIVER 3,KERN,36.8,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=18.4, 2=18.4",3/1/21,KERNVILLE,CA,93238,KERN RIVER,NORTH FORK KERN RIVER,SOUTHERN CALIFORNIA EDISON,824.9134521000001,KERNVILLE+CA,"[-118.4253627, 35.75467320000001]",35.75467320000001,-118.4253627
344,1065,IVANPAH I,SAN BERNARDINO,133.0,SOLAR,SOLAR,SOLAR,CONCENTRATING THERMAL POWER,OPERATIONAL,133,12/30/13,NIPTION,CA,92364,,,,938.6043091,NIPTION+CA,"[-115.2722098, 35.4666532]",35.4666532,-115.2722098
345,1067,NACIMIENTO,MONTEREY,4.36,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,7/13/87,BRADLEY,CA,93426,SALINAS RIVER,"NACIMEITO RIVER, SALINAS RIVER",,202.17890930000002,BRADLEY+CA,"[-120.8007321, 35.8632993]",35.8632993,-120.8007321
346,1070,ISABELLA FISH FLOW,KERN,0.9,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,7/31/11,LAKE ISABELLA,CA,93240,KERN RIVER,,,805.9396362000001,LAKE ISABELLA+CA,"[-118.473141, 35.6180087]",35.6180087,-118.473141
347,1073,MERIDIAN,SAN LUIS OBISPO,1.14,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,11/29/10,PASO ROBLES,CA,93550,,,GESTAMP ASETYM SOLAR NORTH AMERICA,293.4516296,PASO ROBLES+CA,"[-120.677778, 35.626944]",35.626944,-120.677778
348,1075,BOREL,KERN,11.0,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=2.1, 2=2.5, 3=6.4",12/31/04,LAKE ISABELLA,CA,93240,KERN RIVER,"KERN RIVER, NEAR ISABELLA LAKE",SOUTHERN CALIFORNIA EDISON,708.8905639999999,LAKE ISABELLA+CA,"[-118.473141, 35.6180087]",35.6180087,-118.473141
349,1076,SEMITROPIC SOLAR,KERN,0.84,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,1/1/10,LOST HILLS,CA,93249,,,,83.31600949999999,LOST HILLS+CA,"[-119.6942941, 35.616349]",35.616349,-119.6942941
350,1078,NORTH GENERATOR,KERN,2.0,OIL/GAS,OIL/GAS,NATURAL GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,,9/1/93,BUTTONWILLOW,CA,93206,,,,80.1512604,BUTTONWILLOW+CA,"[-119.4695619, 35.400517]",35.400517,-119.4695619
351,1079,KIMBERLINA SOLAR THERMAL ENERGY PLANT,KERN,5.0,SOLAR,SOLAR,SOLAR,COMPACT LINEAR FRESNEL REFLECTOR,OPERATIONAL,,3/1/11,BAKERFIELD,CA,93308,,,AUSRA AND AREVA,135.1733398,BAKERFIELD+CA,"[-119.0187125, 35.3732921]",35.3732921,-119.0187125
352,1080,SEMITROPIC HYDRO,KERN,0.84,HYDROELECTRIC,HYDRO,HYDRO,HYDRO,OPERATIONAL,,1/1/10,LOST HILLS,CA,93249,,,,74.190361,LOST HILLS+CA,"[-119.6942941, 35.616349]",35.616349,-119.6942941
353,1081,SOUTH GENERATOR,KERN,2.0,OIL/GAS,OIL/GAS,NATURAL GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,,9/1/93,BUTTONWILLOW,CA,93206,,,,82.5582809,BUTTONWILLOW+CA,"[-119.4695619, 35.400517]",35.400517,-119.4695619
354,1085,SAN LUIS OBISPO,SAN LUIS OBISPO,0.68,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,,7/1/85,PASO ROBLES,CA,93446,,"SAN LUIS OBISPO PL, SANTA MARGARITA",CITY OF SAN LUIS OBISPO,240.1374969,PASO ROBLES+CA,"[-120.677778, 35.626944]",35.626944,-120.677778
355,1089,KERN RIVER 1,KERN,24.8,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=6.4, 2=6.4, 3=6.4, 4=6.4",5/19/07,BAKERSFIELD,CA,93308,KERN RIVER,KERN RIVER,SOUTHERN CALIFORNIA EDISON,292.9416199,BAKERSFIELD+CA,"[-119.0187125, 35.3732921]",35.3732921,-119.0187125
356,1093,KERN CANYON,KERN,11.5,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,#1 = 9.5,8/1/21,BAKERSFIELD,CA,93308,KERN RIVER,KERN RIVER,PACIFIC GAS & ELECTRIC,215.68270869999998,BAKERSFIELD+CA,"[-119.0187125, 35.3732921]",35.3732921,-119.0187125
357,1113,DIFWIND VIII,KERN,15.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.15,1/1/87,MOJAVE,CA,93501,,,ENXCO,338.6582642,MOJAVE+CA,"[-118.1739645, 35.0524699]",35.0524699,-118.1739645
358,1114,DIFWIND VI,KERN,27.1,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.11,1/1/87,MOJAVE,CA,93501,,,ENXCO,345.2454529,MOJAVE+CA,"[-118.1739645, 35.0524699]",35.0524699,-118.1739645
359,1117,MORRO BAY,SAN LUIS OBISPO,912.0,OIL/GAS,OIL/GAS,NATURAL GAS,STEAM TURBINE,OPERATIONAL,"1=171, 2=171, 3=338, 4=338",10/1/55,MORRO BAY,CA,93442,,,,7.0913224,MORRO BAY+CA,"[-120.8499924, 35.3659445]",35.3659445,-120.8499924
360,1126,LA PALOMA GENERATING PROJECT,KERN,1200.0,OIL/GAS,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,"1=259.8, 2=260.2, 3=256.15, 4=259.54",3/7/03,MCKITTRICK,CA,93251,,,U.S. GENERATING COMPANY,297.9670105,MCKITTRICK+CA,"[-119.6226239, 35.3055201]",35.3055201,-119.6226239
361,1129,ELK HILLS,KERN,567.0,OIL/GAS,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, STEAM TURBINE",OPERATIONAL,"1=168, 2=168, 3=213",7/24/03,TAFT,CA,93251,,,,405.4825439,TAFT+CA,"[-119.4565078, 35.1424671]",35.1424671,-119.4565078
362,1133,PINE TREE I,KERN,120.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,1.5,1/1/09,CANTIL,CA,93519,,,,1837.7633057,CANTIL+CA,"[-117.9684031, 35.30885019999999]",35.30885019999999,-117.9684031
363,1141,SUNRISE,KERN,572.0,OIL/GAS,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, STEAM TURBINE",OPERATIONAL,"1=173.33, 2=173.33, 3=266",6/27/01,FELLOWS,CA,93224,,,TEXACO GLOBAL GAS AND POWER,434.1795044,FELLOWS+CA,"[-119.5412328, 35.1785779]",35.1785779,-119.5412328
364,1143,DIABLO CANYON,SAN LUIS OBISPO,2323.0,NUCLEAR,NUCLEAR,NUCLEAR,"STEAM TURBINE, URANIUM",OPERATIONAL,"1=1159 , 2=1164",1/1/85,AVILA BEACH,CA,93424,,,,36.864936799999995,AVILA BEACH+CA,"[-120.7319127, 35.1800113]",35.1800113,-120.7319127
365,1145,LOPEZ WWTP,SAN LUIS OBISPO,0.12,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,,5/1/84,ARROYO GRANDE,CA,93420,,"ARROYO GRANDE CREEK, LOPEZ LAKE",SAN LUIS OBISPO CO FC & WCD,113.7955322,ARROYO GRANDE+CA,"[-120.5907252, 35.1185868]",35.1185868,-120.5907252
366,1149,CAMERON RIDGE,KERN,64.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.7,1/1/99,MOJAVE,CA,93501,,,,1140.0301514,MOJAVE+CA,"[-118.1739645, 35.0524699]",35.0524699,-118.1739645
367,1179,OASIS,KERN,60.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,1,2/10/06,MOJAVE,CA,93501,,,ENXCO-EURUS ENERGY,1111.069458,MOJAVE+CA,"[-118.1739645, 35.0524699]",35.0524699,-118.1739645
368,1195,ALTA WIND II,KERN,150.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,1.5,12/28/10,MOJAVE,CA,93501,,,,1313.3571777,MOJAVE+CA,"[-118.1739645, 35.0524699]",35.0524699,-118.1739645
369,1198,ALTA WIND III,KERN,150.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,3,2/11/11,MOJAVE,CA,93501,,,,1387.1989746,MOJAVE+CA,"[-118.1739645, 35.0524699]",35.0524699,-118.1739645
370,1208,ALTA WIND IV,KERN,102.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,3.19,3/12/11,MOJAVE,CA,93501,,,,1302.8973389,MOJAVE+CA,"[-118.1739645, 35.0524699]",35.0524699,-118.1739645
371,1210,ALTA WIND I,KERN,150.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,1.5,12/28/10,MOJAVE,CA,93501,,,,1630.4091797,MOJAVE+CA,"[-118.1739645, 35.0524699]",35.0524699,-118.1739645
372,1211,ALTA WIND VIII,KERN,150.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,3,1/31/12,MOJAVE,CA,93501,,,,932.7141113,MOJAVE+CA,"[-118.1739645, 35.0524699]",35.0524699,-118.1739645
373,1212,MUSTANG HILLS LLC,KERN,150.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,1.5,1/1/12,MOJAVE,CA,93501,,,,1624.3842773,MOJAVE+CA,"[-118.1739645, 35.0524699]",35.0524699,-118.1739645
374,1213,ALTA WIND V,KERN,168.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,3,4/20/11,MOJAVE,CA,93501,,,,896.182251,MOJAVE+CA,"[-118.1739645, 35.0524699]",35.0524699,-118.1739645
375,1218,PASTORIA ENERGY FACILITY,KERN,750.0,OIL/GAS,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, STEAM, HEAT RECOVERY",OPERATIONAL,"1=158, 2=158, 3=176, 4=150, 5=85",7/5/05,MCKITTRICK,CA,93251,,,,326.1141663,MCKITTRICK+CA,"[-119.6226239, 35.3055201]",35.3055201,-119.6226239
376,1222,CATALINA SOLAR PHASE I AND II,KERN,143.2,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,,TEHACHAPI,CA,93561,,,,885.0765991000001,TEHACHAPI+CA,"[-118.4489739, 35.1321877]",35.1321877,-118.4489739
377,1225,COOL,SAN BERNARDINO,726.66,OIL/GAS,OIL/GAS,NATURAL GAS,"STEAM TURBINE, COMBUSTION TURBINE, HEAT RECOVERY",OPERATIONAL,"1=63, 2=81.5, 3A=71, 3B=71, 3C=103.3, 4A=71, 4B=71, 4C=103.9",1/1/61,DAGGETT,CA,92327,,,,599.1126709,DAGGETT+CA,"[-116.888092, 34.8633187]",34.8633187,-116.888092
378,1227,PACIFIC WIND PROJECT,KERN,140.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,8/1/12,TEHACHAPI,CA,93561,,,,1000.4823607999999,TEHACHAPI+CA,"[-118.4489739, 35.1321877]",35.1321877,-118.4489739
379,1229,SANTA MARIA II LFG,SANTA BARBARA,1.48,WTE,LANDFILL GAS,LANDFILL GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,,9/27/10,SANTA MARIA,CA,93454,,,,74.6448517,SANTA MARIA+CA,"[-120.4357191, 34.9530337]",34.9530337,-120.4357191
380,1235,ALAMO,LOS ANGELES,19.67,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,7/31/86,CASTAIC,CA,91310,SANTA CLARA-CALLEGUAS,"EAST BROOK CA AQUEDUCT, PIRU CREEK",CALIF. DEPT. OF WATER RESOURCES,922.5542603,CASTAIC+CA,"[-118.6256552, 34.4890363]",34.4890363,-118.6256552
381,1238,SIERRA SUNTOWER,LOS ANGELES,5.0,SOLAR,SOLAR,SOLAR,CONCENTRATING THERMAL POWER,OPERATIONAL,,7/1/09,LANCASTER,CA,93534,,,ESOLAR,707.9728393999999,LANCASTER+CA,"[-118.1541632, 34.6867846]",34.6867846,-118.1541632
