OBJECTID,PLANT_NAME,COUNTY,ONLINE_MW,FACILITY,GENERAL_FUEL,PRIMARY_FUEL,TECHNOLOGY,STATUS,TURBINE_MW,ONLINE_DATE,PLANT_CITY,PLANT_STATE,PLANT_ZIPC,RIVER_SYSTEM,STREAM_NAME,DEVELOPER,ELEVATION
1004,SANTA CRUZ ENERGY,SANTA CRUZ,1.60,WTE,LANDFILL GAS,LANDFILL GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,1=1.6,11/1/09,SANTA CRUZ,CA,95060,,,,83.0105057
1005,SANTA CRUZ WWTP,SANTA CRUZ,0.65,OIL/GAS,OIL/GAS,NATURAL GAS,,OPERATIONAL,,11/1/91,SANTA CRUZ,CA,95062,,,,5.5854850
1007,WATSONVILLE COGEN,SANTA CRUZ,31.00,OIL/GAS,OIL/GAS,NATURAL GAS,"STEAM TURBINE, GAS TURBINE",OPERATIONAL,,6/15/01,WATSONVILLE,CA,95076,,,,7.1710157
1010,SALINAS,MONTEREY,1.50,WTE,MSW,LANDFILL GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,,10/22/86,SALINAS,CA,93907,,,,174.1648712
1011,MONTEREY POWER CO.,MONTEREY,6.50,OIL/GAS,OIL/GAS,NATURAL GAS,STEAM TURBINE,OPERATIONAL,,12/29/90,SALINAS,CA,93907,,,,27.0755787
1013,MONTEREY REG.  POLLUTION CONTROL COGEN,MONTEREY,3.80,WTE,MSW,MSW,"GAS TURBINE, SEWAGE",OPERATIONAL,,12/30/83,MARINA,CA,93933,,,,33.5274544
1015,ASILOMAR,MONTEREY,0.55,OIL/GAS,OIL/GAS,NATURAL GAS,,OPERATIONAL,,9/6/85,PACIFIC GROVE,CA,93950,,,,25.2204704
1019,TULARE DETENTION FACILITY,TULARE,0.55,OIL/GAS,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,,5/5/87,VISALIA,CA,93291,,,,96.2061615
1022,MM TULARE ENERGY LLC,TULARE,1.80,WTE,LANDFILL GAS,LANDFILL GAS,"GAS TURBINE, COMBINED CYCLE",OPERATIONAL,,5/8/98,VISALIA,CA,93291,,,,89.5851974
1026,KAWEAH HOSPITAL,TULARE,1.00,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,7/14/84,VISALIA,CA,93291,,,,100.4701538
1034,CALPINE KING CITY COGEN,MONTEREY,130.00,OIL/GAS,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, STEAM, HEAT RECOVERY",OPERATIONAL,"1=90.9, 2=42.4",3/14/89,KING CITY,CA,93930,,,,104.2652054
1040,WOODVILLE LANDFILL,TULARE,0.60,WTE,MSW,MSW,RECIPROCATING ENGINE,OPERATIONAL,,12/17/99,TULARE,CA,93274,,,,94.4193573
1053,SALINAS RIVER COGEN,MONTEREY,38.90,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,3/1/91,SAN ARDO,CA,93450,,,,139.1017456
1055,SARGENT CANYON COGEN,MONTEREY,38.20,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,2/1/91,SAN ARDO,CA,93450,,,,266.1884155
1058,ARGUS COGEN,SAN BERNARDINO,55.00,COAL,COAL,COAL,"COAL GASSIFICATION, COAL FIRED TOPPING CYCLE",OPERATIONAL,,5/1/78,ARGUS,CA,93562,,,,526.2138062
1059,ACE COGEN.,SAN BERNARDINO,108.00,COAL,COAL,COAL,"COAL FIRED, TOPPING CYCLE",OPERATIONAL,,12/1/90,TRONA,CA,93362,,,,509.8498535
1060,WESTEND,SAN BERNARDINO,20.00,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE/TOPPING CYCLE,OPERATIONAL,,6/25/79,TRONA,CA,93592,,,,507.5717773
1064,RIO BRAVO JASMIN,KERN,35.00,COAL,COAL,"COAL, PETROLEUM COKE",STEAM TURBINE,OPERATIONAL,,9/1/89,BAKERSFIELD,CA,93308,,,,219.0082245
1066,DELANO ENERGY,KERN,50.00,WTE,BIOMASS,WOODWASTE,STEAM TURBINE,OPERATIONAL,"1=27.5, 2=22.4",1/1/90,DELANO,CA,93215,,,SCHNEIDERP.,97.4969101
1069,ISABELLA,KERN,13.90,HYDROELECTRIC,HYDRO,WATER,"HYDRO, DAM-SITE",OPERATIONAL,"1=6.95, 2=6.05",1/1/90,LAKE ISABELLA,CA,93240,,,,756.0233765
1071,LOST HILLS,KERN,9.00,OIL/GAS,OIL/GAS,NATURAL GAS,,OPERATIONAL,,10/8/85,LOST HILLS,CA,93249,,,,136.4417419
1072,MT. POSO COGEN,KERN,44.00,WTE,BIOMASS,BIOMASS,DIRECT COMBUSTION,OPERATIONAL,,8/1/89,BAKERSFIELD,CA,93308,,,,335.4552612
1077,RIO BRAVO POSO,KERN,24.30,COAL,COAL,"COAL, PETROLEUM COKE",COMBINED CYCLE,OPERATIONAL,,9/1/89,BAKERSFIELD,CA,93308,,,,331.0900269
1083,HIGH SIERRA LTD.,KERN,48.00,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,2/24/89,BAKERSFIELD,CA,93308,,,,253.1346588
1084,KERN FRONT LTD.,KERN,48.00,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,1/7/89,BAKERSFIELD,CA,93308,,,,307.0878601
1086,"DOUBLE  ""C""  LTD.",KERN,48.00,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,10/1/88,BAKERSFIELD,CA,93308,,,,270.2562866
1087,LIVE OAK COGEN,KERN,47.00,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,3/16/91,BAKERSFIELD,CA,93308,,,,349.0235596
1088,BADGER CREEK LTD.,KERN,47.00,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,3/16/91,BAKERSFIELD,CA,93308,,,,272.8727112
1090,"ARCO - FEE ""A""",KERN,7.46,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,6/25/86,OILDALE,CA,93308,,,,234.5773315
1091,"ARCO - FEE ""B""",KERN,3.73,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,4/28/87,OILDALE,CA,93308,,,,234.1504364
1092,"ARCO - FEE ""C""",KERN,8.48,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,2/26/87,OILDALE,CA,93308,,,,233.4829407
1094,KERN RIVER COGEN,KERN,300.00,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,"1=75, 2=75, 3=75, 4=75",5/1/85,BAKERSFIELD,CA,93380,,,,185.6349792
1095,DAI/OILDALE COGEN,KERN,31.02,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,11/30/89,OILDALE,CA,93308,,,,185.4423676
1096,RIO BRAVO,KERN,14.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,5/18/89,BAKERSFIELD,CA,93302,KERN RIVER,KERN RIVER,OLCESE WATER DISTRICT,175.0014648
1097,SOUTH BELRIDGE COGEN,KERN,60.00,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,"1=21.45, 2=21.45, 3=21.45, A=3, B=3, C=3",1/1/85,MCKITTRICK,CA,93251,,,,202.1213684
1100,SYCAMORE COGEN,KERN,300.00,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,1/1/88,BAKERSFIELD,CA,93308,,,,143.5984650
1103,CAL RESOURCES - N. MIDWAY SUNSET,KERN,3.50,OIL/GAS,OIL/GAS,NATURAL GAS,,OPERATIONAL,,6/19/88,BAKERSFIELD,CA,93308,,,,143.8571472
1104,BEAR MOUNTAIN LTD.,KERN,47.00,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,10/16/95,BAKERSFIELD,CA,93315,,,,255.6891632
1105,OILDALE  COGEN,KERN,40.00,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,12/29/84,OILDALE,CA,93308,,,,135.6962585
1106,FRITO-LAY,KERN,6.05,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,4/2/86,BAKERSFIELD,CA,93314,,,,92.2690964
1109,SEKR COGEN,KERN,27.60,OIL/GAS,OIL/GAS,NATURAL GAS,,OPERATIONAL,,1/31/89,BAKERSFIELD,CA,93308,,,,118.3351364
1112,CHEVRON CYMRIC,KERN,21.04,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,10/15/82,MCKITTRICK,CA,93251,,,,204.6862183
1115,WELPORT PROJECT,KERN,3.80,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,1/27/90,MCKITTRICK,CA,93251,,,,230.0302277
1121,MCKITTRICK COGEN,KERN,47.00,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,10/16/91,MCKITTRICK,CA,93251,,,,345.4788818
1123,TEXACO - MCKITTRICK,KERN,9.86,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,10/1/94,MCKITTRICK,CA,93251,,,,361.1132507
1128,STENNER CANYON,SAN LUIS OBISPO,0.78,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,6/6/85,SAN LUIS OBISPO,CA,93405,,,,112.7735519
1131,OCCIDENTAL OF ELK HILLS INC.,KERN,46.60,OIL/GAS,OIL/GAS,NATURAL GAS,,OPERATIONAL,,11/2/94,TUPMAN,CA,93268,,,,410.1368408
1132,NORTH MIDWAY,KERN,10.74,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,10/1/87,MCKITTRICK,CA,93251,,,,434.9253235
1134,MIDSUN,KERN,26.00,OIL/GAS,OIL/GAS,NATURAL GAS,,OPERATIONAL,,4/1/89,FELLOWS,CA,93224,,,,517.6740112
1136,MIDWAY-SUNSET COGEN,KERN,234.00,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,"1=78, 2=78, 3=78",5/1/89,FELLOWS,CA,93224,,,,550.4093628
1138,DOME PROJECT,KERN,6.00,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,"#1 = / 3.032
#2 = / 3.032",9/2/88,FELLOWS,CA,93224,,,,357.1593323
1139,ARCO OXFORD,KERN,5.20,OIL/GAS,OIL/GAS,NATURAL GAS,,OPERATIONAL,,9/19/84,FELLOWS,CA,93224,,,,473.3481140
1142,MIDSET COGEN,KERN,39.10,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,3/16/89,TAFT,CA,93224,,,,414.0030823
1150,CHEVRON - TAFT,KERN,10.00,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,7/26/82,TAFT,CA,93268,,,,509.7020874
1151,SEGS VIII,SAN BERNARDINO,92.00,SOLAR,SOLAR,PHOTOVOLTAIC,"STEAM TURBINE, PARABOLLIC TROUGH, SOLAR THERMAL",OPERATIONAL,,12/29/89,HINKLEY,CA,92347,,,,624.9878540
1152,M.H. WHITTIER CAL,KERN,0.50,OIL/GAS,OIL/GAS,NATURAL GAS,,OPERATIONAL,,10/6/86,TAFT,CA,93268,,,,511.9446716
1153,"CABAZON POWER PARTNERS, LLC",RIVERSIDE,41.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.67,10/1/02,CABAZON,CA,92230,,,,1525.3970947
1154,MOGUL ENERGY CORP.,KERN,4.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,6/24/82,TEHACHAPI,CA,93561,,,,1525.3970947
1155,WINDSONG,KERN,2.40,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,12/28/82,TEHACHAPI,CA,93561,,,,1525.3970947
1156,CTV POWER PURCHASE CONTRACT TRUST,KERN,4.50,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,4/22/86,TEHACHAPI,CA,93561,,,,1525.3970947
1157,CORAM ENERGY LLC (ECT),KERN,7.50,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,1.5,12/1/83,TEHACHAPI,CA,93561,,,,1525.3970947
1158,"ZOND SYSTEMS, INC. - 6039",KERN,6.24,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,2/1/84,TEHACHAPI,CA,93561,,,,1525.3970947
1159,"ZOND SYSTEMS, INC. - 6040",KERN,6.93,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,9/1/84,TEHACHAPI,CA,93561,,,,1525.3970947
1160,"ZOND SYSTEMS, INC. - 6041",KERN,6.02,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,12/1/84,TEHACHAPI,CA,93561,,,,1525.3970947
1161,"ZOND SYSTEMS, INC. - 6042",KERN,6.77,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,10/17/85,TEHACHAPI,CA,93561,,,,1525.3970947
1162,"ZOND SYSTEMS, INC. - 6043",KERN,17.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,11/13/85,TEHACHAPI,CA,93561,,,,1525.3970947
1163,"ZOND SYSTEMS, INC. - 6044",KERN,22.50,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,12/5/85,TEHACHAPI,CA,93561,,,,1525.3970947
1164,CORAM ENERGY LLC,KERN,3.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,1.5,12/6/85,TEHACHAPI,CA,93561,,,,1525.3970947
1165,WIND RESOURCE I,KERN,8.71,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.065,12/30/84,TEHACHAPI,CA,93581,,,,1525.3970947
1166,"WINDRIDGE, INC.",KERN,2.73,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,6/1/85,TEHACHAPI,CA,93561,,,,1525.3970947
1167,SKY RIVER LLC,KERN,76.90,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.225,7/22/91,TEHACHAPI,CA,93561,,,SKY RIVER PARTNERSHIP/ GE WIND ENERGY,1525.3970947
1168,"TERRA-GEN 251 WIND, LLC",KERN,16.50,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,1/1/87,TEHACHAPI,CA,93561,,,,1525.3970947
1172,"AES TEHACHAPI WIND, LLC. (NORTHWIND)",KERN,6.32,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,10/24/86,TEHACHAPI,CA,93561,,,,1525.3970947
1173,WIND RESOURCE II,KERN,22.40,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.1,12/30/83,TEHACHAPI,CA,93561,,,,1525.3970947
1177,SEGS IX,SAN BERNARDINO,92.00,SOLAR,SOLAR,PHOTOVOLTAIC,"STEAM TURBINE, PARABOLLIC TROUGH, SOLAR THERMAL",OPERATIONAL,,10/11/90,HINKLEY,CA,92347,,HARPER DRY LAKE,,636.4730225
1181,MOJAVE COGEN,KERN,55.00,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,6/13/90,EDWARDS,CA,93523,,,,738.1221924
1182,BERRY PETROLEUM CO.,KERN,18.40,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,1/1/86,TAFT,CA,93268,,,,382.6190491
1183,VICTORY GARDEN PHASE IV,KERN,22.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.23,5/1/90,TEHACHAPI,CA,93581,,,ZOND SYSTEMS INC.,1091.0234375
1185,BORON,KERN,42.00,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,6/1/84,EDWARDS,CA,93523,,,,733.8802490
1187,CHALK CLIFF COGEN,KERN,47.00,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,"CNG OWNS 12.0 MW
DOMINION OWNS 23.0 MW
DESTEC OWNS 12.0 MW",6/1/90,MARICOPA,CA,93252,,,,308.2599792
1189,BERRY COGEN - MIDWAY SUNSET,KERN,37.20,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,1/1/86,TAFT,CA,93268,,,,363.8957214
1190,SEGS VI,SAN BERNARDINO,35.00,SOLAR,SOLAR,PHOTOVOLTAIC,"STEAM TURBINE, PARABOLLIC TROUGH, SOLAR THERMAL",OPERATIONAL,,12/25/88,BORON,CA,93516,,,,763.7650757
1191,VICTORY GARDEN WIND FARM,KERN,17.60,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.067,12/1/81,TEHACHAPI,CA,93561,,,,1114.3050537
1192,SEGS V,SAN BERNARDINO,34.20,SOLAR,SOLAR,PHOTOVOLTAIC,"STEAM TURBINE, PARABOLLIC TROUGH, SOLAR THERMAL",OPERATIONAL,,9/29/87,BORON,CA,93516,,,,758.6599731
1194,SEGS VII,SAN BERNARDINO,35.00,SOLAR,SOLAR,PHOTOVOLTAIC,"STEAM TURBINE, PARABOLLIC TROUGH, SOLAR THERMAL",OPERATIONAL,,12/29/88,BORON,CA,93516,,,,760.1331787
1196,SEGS IV,SAN BERNARDINO,34.20,SOLAR,SOLAR,PHOTOVOLTAIC,"STEAM TURBINE, PARABOLLIC TROUGH, SOLAR THERMAL",OPERATIONAL,,12/23/86,BORON,CA,93516,,,,754.3168335
1197,SEGS III,SAN BERNARDINO,34.20,SOLAR,SOLAR,PHOTOVOLTAIC,"STEAM TURBINE, PARABOLLIC TROUGH, SOLAR THERMAL",OPERATIONAL,,12/18/86,BORON,CA,93516,,,,752.8250122
1199,"ESI ENERGY, INC. - 6091",KERN,11.90,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,12/31/85,MOJAVE,CA,93501,,,,1084.6179199
1200,"RIDGETOP ENERGY, LLC",KERN,29.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,1/1/88,MOJAVE,CA,93501,,,,1084.6179199
1201,RIDGETOP ENERGY LLC II,KERN,46.80,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.66,1/1/81,MOJAVE,CA,93501,,,,1084.6179199
1202,TEHACHAPI  POWER PURCHASE TRUST,KERN,28.70,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.28,9/1/86,MOJAVE,CA,93501,,,,1084.6179199
1203,"ESI ENERGY, INC. - 6057",KERN,33.60,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,11/17/84,MOJAVE,CA,93501,,,,1084.6179199
1204,"WINDLAND, INC.",KERN,16.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.27,12/27/85,MOJAVE,CA,93501,,,,1084.6179199
1205,"MOJAVE 3, 4, 5",KERN,75.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.25,8/17/90,MOJAVE,CA,93501,,,,1084.6179199
1206,"MOJAVE 16, 17, 18",KERN,85.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.26,12/1/89,MOJAVE,CA,93501,,,,1084.6179199
1207,OAK CREEK ENERGY SYSTEMS,KERN,34.50,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.43,2/1/82,MOJAVE,CA,93501,,,,1084.6179199
1214,KOCH CALIFORNIA LTD.,SAN LUIS OBISPO,0.30,OIL/GAS,OIL/GAS,NATURAL GAS,,OPERATIONAL,,2/12/85,NIPOMO,CA,93444,,,,96.8345795
1215,WESTERN ROCK PRODUCTS,SAN BERNARDINO,0.25,WTE,BIOMASS,BIOMASS,BIOMASS RENEWABLE ENERGY,OPERATIONAL,,4/1/87,NEWBERRY SPRINGS,CA,92635,,,,547.3006592
1219,RIMROCK VILLAGE PARTERSHIP,SAN BERNARDINO,0.12,OIL/GAS,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,,11/1/89,BARSTOW,CA,92311,,,,671.5548096
1221,SEGS I,SAN BERNARDINO,13.80,SOLAR,SOLAR,PHOTOVOLTAIC,"PARABOLIC TROUGH & WIND TURBINE, SOLAR THERMAL",OPERATIONAL,,12/20/84,DAGGETT,CA,92327,,,,592.5258789
1226,SEGS II,SAN BERNARDINO,30.00,SOLAR,SOLAR,PHOTOVOLTAIC,PARABOLIC TROUGH,OPERATIONAL,,12/31/85,DAGGETT,CA,92327,,,,592.3583374
1230,SANTA MARIA COGEN,SANTA BARBARA,9.50,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,,6/21/89,SANTA MARIA,CA,93458,,,,61.0977554
1248,TXI RIVERSIDE CEMENT,SAN BERNARDINO,24.00,COAL,COAL,COAL,"COAL GASSIFICATION, COAL FIRED BOTTOMING CYCLE",OPERATIONAL,,6/8/79,ORO GRANDE,CA,92368,,,,808.8253784
1256,VICTOR VALLEY COMMUNITY HOSPITAL,SAN BERNARDINO,0.14,OIL/GAS,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,,1/1/07,VICTORVILLE,CA,92392,,,,876.3872070
1262,PITCHESS COGEN,LOS ANGELES,28.76,OIL/GAS,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,,7/14/88,CASTAIC,CA,91350,,,,376.9177551
1264,PETROMINERALS CORP.,LOS ANGELES,0.50,OIL/GAS,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,,6/24/86,SAUGUS,CA,91350,,,,373.1156921
1267,SANTA YNEZ,SANTA BARBARA,49.80,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE/TOPPING CYCLE,OPERATIONAL,,12/1/83,SANTA BARBARA,CA,93117,,,,77.9231415
1268,MM TAJIGUAS ENERGY LLC,SANTA BARBARA,3.05,WTE,LANDFILL GAS,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,,8/5/00,GAVIOA,CA,93117,,,,43.2312279
1269,CO. SAN. DIST. 32 OF LA CO.  - VALENCIA,LOS ANGELES,0.50,WTE,DIGESTER GAS,DIGESTER GAS,DIGESTER GAS/MUNICIPAL,OPERATIONAL,,9/22/87,VALENCIA,CA,91355,,,,322.5656128
1270,GAVIOTA,SANTA BARBARA,17.50,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,1-5=3.5 EACH,12/15/87,GOLETA,CA,93117,,,,59.4230766
1274,SANTA BARBARA COUNTY JAIL,SANTA BARBARA,0.20,OIL/GAS,OIL/GAS,NATURAL GAS,"FUEL CELL, WASTEHEAT RECOVERY",OPERATIONAL,,1/15/94,GOLETA,CA,93030,,,,28.2302933
1276,HENRY MAYO NEWHALL MEMORIAL HOSP.,LOS ANGELES,0.45,OIL/GAS,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,,2/23/87,VALENCIA,CA,91355,,,,383.3565063
1280,PLACERITA UNIT I,LOS ANGELES,21.76,OIL/GAS,OIL/GAS,NATURAL GAS,"INTERNAL COMBUSTION, TOPPING CYCLE",OPERATIONAL,,12/1/85,NEWHALL,CA,91321,,,,486.6455994
1281,PLACERITA UNIT II,LOS ANGELES,21.76,OIL/GAS,OIL/GAS,NATURAL GAS,"INTERNAL COMBUSTION, TOPPING CYCLE",OPERATIONAL,,12/1/85,NEWHALL,CA,91321,,,,486.7534485
1287,UCSB FUEL CELL,SANTA BARBARA,0.20,OIL/GAS,OIL/GAS,NATURAL GAS,"FUEL CELL, WASTEHEAT RECOVERY",OPERATIONAL,,8/10/12,SANTA BARBARA,CA,93106,,,SOUTHERN CALIFORNIA EDISON,16.6419334
1291,UNOCAL RINCON COGEN,VENTURA,3.50,OIL/GAS,OIL/GAS,NATURAL GAS,"STEAM TURBINE, ENHANCED OIL RECOVERY",OPERATIONAL,,2/20/92,VENTURA,CA,93001,,,,181.6043701
1295,MICRO UTILITY - LAKE ARROWHEAD HILTON,SAN BERNARDINO,0.28,OIL/GAS,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,,9/13/88,LAKE ARROWHEAD,CA,92352,,,,1562.4846191
1303,MCANALLY EGG RANCH,SAN BERNARDINO,0.12,OIL/GAS,OIL/GAS,NATURAL GAS,NATURAL GAS,OPERATIONAL,,1/1/94,YUCAIPA,CA,92374,,,,1568.3791504
1307,MM LOPEZ  ENERGY LLC,LOS ANGELES,6.06,WTE,MSW,MSW,RECIPROCATING ENGINE,OPERATIONAL,,1/1/99,LAKE VIEW TERRACE,CA,91342,,,,560.2874756
1309,VINTAGE PETROLEUM,VENTURA,3.50,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE/TOPPING CYCLE,OPERATIONAL,,3/11/80,VENTURA,CA,93003,,,,331.9724121
1313,JM LEATHERS,IMPERIAL,35.80,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,,11/1/89,CALIPATRIA,CA,92233,,,MAGMA POWER COMPANY,574.8218384
1314,AW HOCH,IMPERIAL,35.80,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,,10/1/88,CALIPATRIA,CA,92233,,,MAGMA POWER COMPANY,574.8218384
1315,JJ ELMORE,IMPERIAL,35.80,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,CALIFORNIA ENERGY CO OWNS 19.0 MW,12/11/90,CALIPATRIA,CA,92233,,,MAGMA POWER COMPANY,574.8218384
1316,VULCAN,IMPERIAL,39.72,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,"1= 30.16, 2= 9.56",12/1/85,CALIPATRIA,CA,92233,,,MAGMA POWER COMPANY,574.8218384
1318,SALTON SEA 4,IMPERIAL,51.00,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,,1/1/97,CALIPATRIA,CA,92233,,,,574.8218384
1319,SALTON SEA 1,IMPERIAL,10.00,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,,7/1/28,CALIPATRIA,CA,92233,,,"SOUTHERN CALIFORNIA EDISON, UNION OIL COMPANY",574.8218384
1320,SALTON SEA 2,IMPERIAL,21.75,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,"1=11.5, 2=5, 3=3.5",3/9/90,CALIPATRIA,CA,92233,,,"SOUTHERN CALIFORNIA EDISON, UNION OIL COMPANY",574.8218384
1321,SALTON SEA 3,IMPERIAL,53.97,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,,2/1/89,CALIPATRIA,CA,92233,,,"UNOCAL, DESERT POWER COMPANY",574.8218384
1333,ALISO  MANAGEMENT AGENCY,ORANGE,1.20,WTE,DIGESTER GAS,DIGESTER GAS,DIGESTER GAS/MUNCIPAL,OPERATIONAL,"1=.4, 2=.4, 3=.4",3/1/97,LAGUNA NIGEL,CA,92677,,,,843.7592163
1336,PAPER PAK PRODUCTS,LOS ANGELES,1.40,OIL/GAS,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,,10/1/84,LA VERNE,CA,91750,,,,843.7592163
