State,County,Entity ID,Entity,Facility ID,Plant Name,Generator ID,Unit Code,Status,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Primary Purpose,Prime Mover,Primary Energy Source,Secondary Energy Source,Initial Month of Operation,Initial Year of Operation
IN,Tippecanoe,15526,Purdue University,50240,Purdue University,GEN2,,OP,10.6,7,10.6,611,ST,BIT,NG,1,1969
PA,Montour,15534,PPL Montour LLC,3149,PPL Montour,1,,OP,805.5,755,758.5,22,ST,BIT,,2,1971
PA,Montour,15534,PPL Montour LLC,3149,PPL Montour,11,,OP,17.2,10,11.1,22,ST,BIT,,4,1973
PA,Montour,15534,PPL Montour LLC,3149,PPL Montour,2,,OP,819,750,759.8,22,ST,BIT,,4,1973
PA,York,15537,PPL Brunner Island LLC,3140,PPL Brunner Island,1,,OP,363.3,313,321,22,ST,BIT,DFO,5,1961
PA,York,15537,PPL Brunner Island LLC,3140,PPL Brunner Island,2,,OP,405,375,378,22,ST,BIT,DFO,9,1965
PA,York,15537,PPL Brunner Island LLC,3140,PPL Brunner Island,3,,OP,790.4,749,749,22,ST,BIT,DFO,6,1969
PA,Indiana,15873,GenOn Northeast Management Company,3118,Conemaugh,1,,OP,936,850,850,22,ST,BIT,,5,1970
PA,Indiana,15873,GenOn Northeast Management Company,3118,Conemaugh,2,,OP,936,850,850,22,ST,BIT,,5,1971
PA,Armstrong,15873,GenOn Northeast Management Company,3136,Keystone,1,,OP,936,850,850,22,ST,BIT,,8,1967
PA,Armstrong,15873,GenOn Northeast Management Company,3136,Keystone,2,,OP,936,850,850,22,ST,BIT,,7,1968
IN,WAYNE,15989,City of Richmond - (IN),1040,Whitewater Valley,1,,OP,33,34.7,34.7,22,ST,BIT,,3,1955
IN,WAYNE,15989,City of Richmond - (IN),1040,Whitewater Valley,2,,OP,60.9,65,65,22,ST,BIT,,8,1973
CA,Kern,16002,Rio Bravo Poso,10769,Rio Bravo Poso,UP8,,OP,38.2,33,33,22,ST,BIT,PC,9,1989
CA,Kern,16061,Rio Bravo Jasmin,10768,Rio Bravo Jasmin,UP9,,OP,38.2,33,33,22,ST,SUB,PC,9,1989
MN,Olmsted,16181,Rochester Public Utilities,2008,Silver Lake,1,,OP,8,6.6,6.6,22,ST,BIT,NG,8,1948
MN,Olmsted,16181,Rochester Public Utilities,2008,Silver Lake,2,,OP,12,7,7,22,ST,BIT,NG,12,1953
MN,Olmsted,16181,Rochester Public Utilities,2008,Silver Lake,3,,OP,25,20,20,22,ST,BIT,NG,11,1962
MN,Olmsted,16181,Rochester Public Utilities,2008,Silver Lake,4,,OP,54,46.4,46.4,22,ST,BIT,NG,12,1969
MT,Big Horn,16233,Rocky Mountain Power Inc,55749,Hardin Generator Project,UNT1,,OP,115.7,107,107,22,ST,SUB,NG,3,2006
MA,Worcester,16544,Saint - Gobain Abrasives Inc,50041,Norton Powerhouse,GEN1,,OP,2.5,2.5,2.5,327,ST,BIT,NG,1,1939
MA,Worcester,16544,Saint - Gobain Abrasives Inc,50041,Norton Powerhouse,GEN2,,OP,3.1,3.1,3.1,327,ST,BIT,NG,1,1954
AZ,Coconino,16572,Salt River Project,4941,Navajo,NAV1,,OP,803.1,750,750,22,ST,BIT,,5,1974
AZ,Coconino,16572,Salt River Project,4941,Navajo,NAV2,,OP,803.1,750,750,22,ST,BIT,,4,1975
AZ,Coconino,16572,Salt River Project,4941,Navajo,NAV3,,OP,803.1,750,750,22,ST,BIT,,4,1976
AZ,Apache,16572,Salt River Project,6177,Coronado,CO1,,OP,410.9,380,380,22,ST,SUB,,12,1979
AZ,Apache,16572,Salt River Project,6177,Coronado,CO2,,OP,410.9,385,385,22,ST,SUB,,10,1980
TX,Bexar,16604,City of San Antonio - (TX),6181,J T Deely,1,,OP,486,435,435,22,ST,SUB,NG,8,1977
TX,Bexar,16604,City of San Antonio - (TX),6181,J T Deely,2,,OP,446,436,436,22,ST,SUB,NG,8,1978
TX,Bexar,16604,City of San Antonio - (TX),7097,J K Spruce,1,,OP,566,555,565,22,ST,SUB,NG,12,1992
TX,Bexar,16604,City of San Antonio - (TX),7097,J K Spruce,2,,OP,878,775,780,22,ST,SUB,NG,5,2010
TX,Atascosa,16624,"San Miguel Electric Coop, Inc",6183,San Miguel,1,,OP,410,391,391,22,ST,LIG,,1,1982
PA,Schuylkill,16793,Schuylkill Energy Resource Inc,54634,St Nicholas Cogen Project,SNCP,,OP,99.2,86.5,86.5,22,ST,WC,DFO,9,1990
OH,Richland,17043,City of Shelby - (OH),2943,Shelby Municipal Light Plant,1,,OS,12.5,12,12,22,ST,BIT,NG,6,1968
OH,Richland,17043,City of Shelby - (OH),2943,Shelby Municipal Light Plant,2,,OS,12.5,12,12,22,ST,BIT,NG,5,1973
OH,Richland,17043,City of Shelby - (OH),2943,Shelby Municipal Light Plant,3,,OS,5,5,5,22,ST,BIT,NG,4,1948
OH,Richland,17043,City of Shelby - (OH),2943,Shelby Municipal Light Plant,4,,SB,7,7,7,22,ST,BIT,,6,1954
NV,Humboldt,17166,Sierra Pacific Power Co,8224,North Valmy,1,,OP,277.2,254,254,22,ST,BIT,SUB,12,1981
NV,Humboldt,17166,Sierra Pacific Power Co,8224,North Valmy,2,,OP,289.8,268,268,22,ST,BIT,SUB,5,1985
MO,Scott,17177,City of Sikeston,6768,Sikeston Power Station,1,,OP,261,233,233,22,ST,SUB,,9,1981
PA,Northampton,17235,GenOn REMA LLC,3113,Portland,1,,OP,172,158,158,22,ST,BIT,DFO,10,1958
PA,Northampton,17235,GenOn REMA LLC,3113,Portland,2,,OP,255,243,243,22,ST,BIT,DFO,9,1962
PA,Berks,17235,GenOn REMA LLC,3115,Titus,1,,OP,75,81,81,22,ST,BIT,DFO,3,1951
PA,Berks,17235,GenOn REMA LLC,3115,Titus,2,,OP,75,81,81,22,ST,BIT,DFO,6,1951
PA,Berks,17235,GenOn REMA LLC,3115,Titus,3,,OP,75,81,81,22,ST,BIT,DFO,4,1953
PA,Clearfield,17235,GenOn REMA LLC,3131,Shawville,1,,OP,125,122,122,22,ST,BIT,DFO,8,1954
PA,Clearfield,17235,GenOn REMA LLC,3131,Shawville,2,,OP,125,125,125,22,ST,BIT,DFO,3,1954
PA,Clearfield,17235,GenOn REMA LLC,3131,Shawville,3,,OP,188,175,175,22,ST,BIT,DFO,12,1959
PA,Clearfield,17235,GenOn REMA LLC,3131,Shawville,4,,OP,188,175,175,22,ST,BIT,DFO,4,1960
SC,Colleton,17539,South Carolina Electric&Gas Co,3280,Canadys Steam,1,,OP,136,105,90,22,ST,BIT,,4,1962
SC,Colleton,17539,South Carolina Electric&Gas Co,3280,Canadys Steam,2,,OP,136,115,115,22,ST,BIT,,5,1964
SC,Colleton,17539,South Carolina Electric&Gas Co,3280,Canadys Steam,3,,OP,217.6,180,180,22,ST,BIT,,6,1967
SC,Lexington,17539,South Carolina Electric&Gas Co,3287,McMeekin,1,,OP,146.8,125,125,22,ST,BIT,DFO,7,1958
SC,Lexington,17539,South Carolina Electric&Gas Co,3287,McMeekin,2,,OP,146.8,125,125,22,ST,BIT,DFO,12,1958
SC,Aiken,17539,South Carolina Electric&Gas Co,3295,Urquhart,3,,OP,100,94,94,22,ST,BIT,NG,11,1955
SC,Richland,17539,South Carolina Electric&Gas Co,3297,Wateree,1,,OP,385.9,342,342,22,ST,BIT,DFO,9,1970
SC,Richland,17539,South Carolina Electric&Gas Co,3297,Wateree,2,,OP,385.9,342,342,22,ST,BIT,DFO,12,1971
SC,Orangeburg,17539,South Carolina Electric&Gas Co,7210,Cope,ST1,,OP,417.3,420,425,22,ST,BIT,NG,1,1996
SC,Charleston,17539,South Carolina Electric&Gas Co,7737,Cogen South,1,,OP,99.2,90,90,22,ST,BIT,WDS,4,1999
SC,Berkeley,17543,South Carolina Pub Serv Auth,130,Cross,1,,OP,590.9,580,590,22,ST,BIT,PC,5,1995
SC,Berkeley,17543,South Carolina Pub Serv Auth,130,Cross,2,,OP,556.2,570,585,22,ST,BIT,,5,1984
SC,Berkeley,17543,South Carolina Pub Serv Auth,130,Cross,3,,OP,591,600,600,22,ST,BIT,PC,1,2007
SC,Berkeley,17543,South Carolina Pub Serv Auth,130,Cross,4,,OP,652,600,600,22,ST,BIT,PC,10,2008
SC,Horry,17543,South Carolina Pub Serv Auth,3317,Dolphus M Grainger,1,,OP,81.6,83,85,22,ST,BIT,,6,1966
SC,Horry,17543,South Carolina Pub Serv Auth,3317,Dolphus M Grainger,2,,OP,81.6,83,85,22,ST,BIT,,6,1966
SC,Berkeley,17543,South Carolina Pub Serv Auth,3319,Jefferies,3,,OP,172.8,152,152,22,ST,BIT,,1,1970
SC,Berkeley,17543,South Carolina Pub Serv Auth,3319,Jefferies,4,,OP,172.8,150,155,22,ST,BIT,,1,1970
SC,Georgetown,17543,South Carolina Pub Serv Auth,6249,Winyah,1,,OP,315,275,280,22,ST,BIT,,3,1975
SC,Georgetown,17543,South Carolina Pub Serv Auth,6249,Winyah,2,,OP,315,285,290,22,ST,BIT,,7,1977
SC,Georgetown,17543,South Carolina Pub Serv Auth,6249,Winyah,3,,OP,315,285,290,22,ST,BIT,,5,1980
SC,Georgetown,17543,South Carolina Pub Serv Auth,6249,Winyah,4,,OP,315,285,290,22,ST,BIT,,11,1981
SC,Berkeley,17554,"South Carolina Genertg Co, Inc",3298,Williams,ST1,,OP,632.7,605,610,22,ST,BIT,DFO,7,1973
MS,Lamar,17568,South Mississippi El Pwr Assn,6061,R D Morrow,1,,OP,200,180,200,22,ST,BIT,,4,1978
MS,Lamar,17568,South Mississippi El Pwr Assn,6061,R D Morrow,2,,OP,200,180,200,22,ST,BIT,,12,1978
MN,Renville,17604,Southern Minnesota Beet Sugar,54533,Southern Minnesota Beet Sugar,0001,,SB,7.5,7.5,7.5,311,ST,SUB,RFO,9,1976
NV,Clark,17609,Southern California Edison Co,2341,Mohave,1,,OS,818.1,790,790,22,ST,SUB,NG,4,1971
NV,Clark,17609,Southern California Edison Co,2341,Mohave,2,,OS,818.1,790,790,22,ST,SUB,NG,10,1971
GA,Laurens,17610,SP Newsprint Company,54004,Dublin Mill,GEN1,,OP,45,44,44,322122,ST,BIT,OBS,7,1989
IL,Williamson,17632,Southern Illinois Power Coop,976,Marion,1,,OP,33,40,40,22,ST,BIT,BIT,6,1963
IL,Williamson,17632,Southern Illinois Power Coop,976,Marion,2,,OP,33,40,40,22,ST,BIT,BIT,8,1963
IL,Williamson,17632,Southern Illinois Power Coop,976,Marion,3,,OP,33,40,40,22,ST,BIT,BIT,9,1963
IL,Williamson,17632,Southern Illinois Power Coop,976,Marion,4,,OP,173,170,170,22,ST,BIT,BIT,10,1978
IN,Warrick,17633,Southern Indiana Gas & Elec Co,1012,F B Culley,2,,OP,103.7,90,90,22,ST,BIT,NG,12,1966
IN,Warrick,17633,Southern Indiana Gas & Elec Co,1012,F B Culley,3,,OP,265.2,270,270,22,ST,BIT,NG,6,1973
IN,Posey,17633,Southern Indiana Gas & Elec Co,6137,A B Brown,1,,OP,265.2,245,245,22,ST,BIT,NG,3,1979
IN,Posey,17633,Southern Indiana Gas & Elec Co,6137,A B Brown,2,,OP,265.2,245,245,22,ST,BIT,NG,2,1986
AR,Benton,17698,Southwestern Electric Power Co,6138,Flint Creek,1,,OP,558,528,528,22,ST,SUB,DFO,5,1978
TX,Titus,17698,Southwestern Electric Power Co,6139,Welsh,1,,OP,558,528,528,22,ST,SUB,,3,1977
TX,Titus,17698,Southwestern Electric Power Co,6139,Welsh,2,,OP,558,528,528,22,ST,SUB,,4,1980
TX,Titus,17698,Southwestern Electric Power Co,6139,Welsh,3,,OP,558,528,528,22,ST,SUB,,3,1982
TX,Harrison,17698,Southwestern Electric Power Co,7902,Pirkey,1,,OP,721,721,721,22,ST,LIG,SUB,1,1985
TX,Potter,17718,Southwestern Public Service Co,6193,Harrington,1,,OP,360,339,339,22,ST,SUB,NG,1,1976
TX,Potter,17718,Southwestern Public Service Co,6193,Harrington,2,,OP,360,339,339,22,ST,SUB,NG,1,1978
TX,Potter,17718,Southwestern Public Service Co,6193,Harrington,3,,OP,360,340,340,22,ST,SUB,NG,1,1980
TX,Lamb,17718,Southwestern Public Service Co,6194,Tolk,1,,OP,567.9,532,532,22,ST,SUB,NG,1,1982
TX,Lamb,17718,Southwestern Public Service Co,6194,Tolk,2,,OP,567.9,535,535,22,ST,SUB,NG,1,1985
IL,Sangamon,17828,City of Springfield - (IL),963,Dallman,1,,OP,90.2,83,83,22,ST,BIT,DFO,6,1968
IL,Sangamon,17828,City of Springfield - (IL),963,Dallman,2,,OP,90.2,77,77,22,ST,BIT,DFO,6,1972
IL,Sangamon,17828,City of Springfield - (IL),963,Dallman,3,,OP,207.3,188,188,22,ST,BIT,DFO,6,1978
IL,Sangamon,17828,City of Springfield - (IL),963,Dallman,4,,OP,280,208,208,22,ST,BIT,NG,5,2009
MO,Greene,17833,City Utilities of Springfield - (MO),2161,James River Power Station,1,,OP,22,21,21,22,ST,SUB,NG,8,1957
MO,Greene,17833,City Utilities of Springfield - (MO),2161,James River Power Station,2,,OP,22,21,21,22,ST,SUB,NG,6,1957
MO,Greene,17833,City Utilities of Springfield - (MO),2161,James River Power Station,3,,OP,44,41,41,22,ST,SUB,NG,2,1960
MO,Greene,17833,City Utilities of Springfield - (MO),2161,James River Power Station,4,,OP,60,56,56,22,ST,SUB,NG,5,1964
MO,Greene,17833,City Utilities of Springfield - (MO),2161,James River Power Station,5,,OP,105,97,97,22,ST,SUB,NG,5,1970
MO,Greene,17833,City Utilities of Springfield - (MO),6195,John Twitty Energy Center,ST1,,OP,194,187,187,22,ST,SUB,NG,6,1976
MO,Greene,17833,City Utilities of Springfield - (MO),6195,John Twitty Energy Center,ST2,,OP,300,279,282,22,ST,SUB,NG,1,2011
WI,Dodge,18028,State of Wisconsin,54407,Waupun Correctional Central Heating Plt,1,,OP,1,0.2,0.3,624,ST,BIT,NG,5,1951
WI,Dodge,18028,State of Wisconsin,54407,Waupun Correctional Central Heating Plt,2,,OP,1,0.5,0.8,624,ST,BIT,NG,5,1951
WI,DANE,18028,State of Wisconsin,54408,UW Madison Charter Street Plant,1,,OP,9.7,5.5,7.1,611,ST,BIT,NG,1,1965
IN,Lake,18041,State Line Energy LLC,981,State Line Energy,3,G361,OP,124.9,197,197,22,ST,SUB,,12,1955
IN,Lake,18041,State Line Energy LLC,981,State Line Energy,3A,G361,OA,100,,,22,ST,SUB,,12,1955
IN,Lake,18041,State Line Energy LLC,981,State Line Energy,4,G362,OP,209.4,318,318,22,ST,SUB,,5,1962
IN,Lake,18041,State Line Energy LLC,981,State Line Energy,4A,G362,OA,179.5,,,22,ST,SUB,,5,1962
SC,Florence,18162,RockTenn-Florence,50806,Florence Mill,GEN3,,OP,79.1,74.8,74.8,322122,ST,BIT,WDS,3,1987
KS,Finney,18315,Sunflower Electric Power Corp,108,Holcomb,1,,OP,348.7,362,362,22,ST,SUB,NG,8,1983
MI,Manistee,18414,TES Filer City Station LP,50835,TES Filer City Station,GEN1,,OP,70,60,60,22,ST,BIT,SUB,5,1990
FL,Hillsborough,18454,Tampa Electric Co,645,Big Bend,ST1,,OP,445.5,385,395,22,ST,BIT,PC,10,1970
FL,Hillsborough,18454,Tampa Electric Co,645,Big Bend,ST2,,OP,445.5,385,395,22,ST,BIT,PC,4,1973
FL,Hillsborough,18454,Tampa Electric Co,645,Big Bend,ST3,,OP,445.5,365,365,22,ST,BIT,PC,5,1976
FL,Hillsborough,18454,Tampa Electric Co,645,Big Bend,ST4,,OP,486,417,427,22,ST,BIT,PC,2,1985
FL,Polk,18454,Tampa Electric Co,7242,Polk,1CA,,OP,133.4,59,59,22,CA,SGC,DFO,9,1996
FL,Polk,18454,Tampa Electric Co,7242,Polk,1CT,,OP,192.9,161,161,22,CT,SGC,DFO,9,1996
AL,Colbert,18642,Tennessee Valley Authority,47,Colbert,1,,OP,200,178,182,22,ST,BIT,SUB,1,1955
AL,Colbert,18642,Tennessee Valley Authority,47,Colbert,2,,OP,200,178,182,22,ST,BIT,SUB,3,1955
AL,Colbert,18642,Tennessee Valley Authority,47,Colbert,3,,OP,200,178,182,22,ST,BIT,SUB,7,1955
AL,Colbert,18642,Tennessee Valley Authority,47,Colbert,4,,OP,200,178,182,22,ST,BIT,SUB,11,1955
AL,Colbert,18642,Tennessee Valley Authority,47,Colbert,5,,OP,550,472,481,22,ST,BIT,,11,1965
AL,Jackson,18642,Tennessee Valley Authority,50,Widows Creek,1,,OS,140.6,111,113,22,ST,BIT,,7,1952
AL,Jackson,18642,Tennessee Valley Authority,50,Widows Creek,2,,OS,140.6,111,113,22,ST,BIT,,10,1952
AL,Jackson,18642,Tennessee Valley Authority,50,Widows Creek,3,,OS,140.6,111,113,22,ST,BIT,,11,1952
AL,Jackson,18642,Tennessee Valley Authority,50,Widows Creek,4,,OS,140.6,111,113,22,ST,BIT,,1,1953
AL,Jackson,18642,Tennessee Valley Authority,50,Widows Creek,5,,OS,140.6,111,113,22,ST,BIT,,6,1954
AL,Jackson,18642,Tennessee Valley Authority,50,Widows Creek,6,,OP,140.6,111,113,22,ST,BIT,,7,1954
AL,Jackson,18642,Tennessee Valley Authority,50,Widows Creek,7,,OP,575,473,476,22,ST,BIT,,2,1961
AL,Jackson,18642,Tennessee Valley Authority,50,Widows Creek,8,,OP,550,465,469,22,ST,BIT,,2,1965
KY,Muhlenberg,18642,Tennessee Valley Authority,1378,Paradise,1,,OP,704,628,659,22,ST,BIT,,11,1963
KY,Muhlenberg,18642,Tennessee Valley Authority,1378,Paradise,2,,OP,704,602,633,22,ST,BIT,,5,1963
KY,Muhlenberg,18642,Tennessee Valley Authority,1378,Paradise,3,,OP,1150.2,971,1017,22,ST,SUB,BIT,2,1970
KY,McCracken,18642,Tennessee Valley Authority,1379,Shawnee,1,,OP,175,134,138,22,ST,BIT,SUB,4,1953
KY,McCracken,18642,Tennessee Valley Authority,1379,Shawnee,10,,OS,175,124,127,22,ST,BIT,,10,1956
KY,McCracken,18642,Tennessee Valley Authority,1379,Shawnee,2,,OP,175,134,138,22,ST,BIT,SUB,6,1953
KY,McCracken,18642,Tennessee Valley Authority,1379,Shawnee,3,,OP,175,134,138,22,ST,BIT,SUB,10,1953
KY,McCracken,18642,Tennessee Valley Authority,1379,Shawnee,4,,OP,175,134,138,22,ST,BIT,SUB,1,1954
KY,McCracken,18642,Tennessee Valley Authority,1379,Shawnee,5,,OP,175,134,138,22,ST,BIT,SUB,10,1954
KY,McCracken,18642,Tennessee Valley Authority,1379,Shawnee,6,,OP,175,134,138,22,ST,BIT,SUB,11,1954
KY,McCracken,18642,Tennessee Valley Authority,1379,Shawnee,7,,OP,175,134,138,22,ST,BIT,SUB,12,1954
KY,McCracken,18642,Tennessee Valley Authority,1379,Shawnee,8,,OP,175,134,138,22,ST,BIT,SUB,3,1955
KY,McCracken,18642,Tennessee Valley Authority,1379,Shawnee,9,,OP,175,134,138,22,ST,BIT,SUB,7,1955
TN,Shelby,18642,Tennessee Valley Authority,3393,Allen Steam Plant,1,,OP,330,247,250,22,ST,SUB,BIT,5,1959
TN,Shelby,18642,Tennessee Valley Authority,3393,Allen Steam Plant,2,,OP,330,247,250,22,ST,SUB,BIT,5,1959
TN,Shelby,18642,Tennessee Valley Authority,3393,Allen Steam Plant,3,,OP,330,247,250,22,ST,SUB,BIT,10,1959
TN,Anderson,18642,Tennessee Valley Authority,3396,Bull Run,1,,OP,950,870,872,22,ST,BIT,,6,1967
TN,Stewart,18642,Tennessee Valley Authority,3399,Cumberland,1,,OP,1300,1239,1265,22,ST,BIT,,3,1973
TN,Stewart,18642,Tennessee Valley Authority,3399,Cumberland,2,,OP,1300,1231,1257,22,ST,BIT,,11,1973
TN,Sumner,18642,Tennessee Valley Authority,3403,Gallatin,1,,OP,300,225,228,22,ST,SUB,BIT,11,1956
TN,Sumner,18642,Tennessee Valley Authority,3403,Gallatin,2,,OP,300,225,228,22,ST,SUB,BIT,6,1957
TN,Sumner,18642,Tennessee Valley Authority,3403,Gallatin,3,,OP,327.6,263,266,22,ST,SUB,BIT,5,1959
TN,Sumner,18642,Tennessee Valley Authority,3403,Gallatin,4,,OP,327.6,263,266,22,ST,SUB,BIT,8,1959
TN,Hawkins,18642,Tennessee Valley Authority,3405,John Sevier,1,,OP,200,176,178,22,ST,BIT,,7,1955
TN,Hawkins,18642,Tennessee Valley Authority,3405,John Sevier,2,,OP,200,176,178,22,ST,BIT,,9,1955
TN,Hawkins,18642,Tennessee Valley Authority,3405,John Sevier,3,,OP,200,176,178,22,ST,BIT,,2,1956
TN,Hawkins,18642,Tennessee Valley Authority,3405,John Sevier,4,,OP,200,176,178,22,ST,BIT,,10,1957
TN,Humphreys,18642,Tennessee Valley Authority,3406,Johnsonville,1,,OP,125,107,113,22,ST,SUB,BIT,10,1951
TN,Humphreys,18642,Tennessee Valley Authority,3406,Johnsonville,10,,OP,172.8,141,144,22,ST,SUB,BIT,8,1959
TN,Humphreys,18642,Tennessee Valley Authority,3406,Johnsonville,2,,OP,125,107,113,22,ST,SUB,BIT,11,1951
TN,Humphreys,18642,Tennessee Valley Authority,3406,Johnsonville,3,,OP,125,107,113,22,ST,SUB,BIT,2,1952
TN,Humphreys,18642,Tennessee Valley Authority,3406,Johnsonville,4,,OP,125,107,113,22,ST,SUB,BIT,4,1952
TN,Humphreys,18642,Tennessee Valley Authority,3406,Johnsonville,5,,OP,147,107,113,22,ST,SUB,BIT,11,1952
TN,Humphreys,18642,Tennessee Valley Authority,3406,Johnsonville,6,,OP,147,107,113,22,ST,SUB,BIT,2,1953
TN,Humphreys,18642,Tennessee Valley Authority,3406,Johnsonville,7,,OP,172.8,141,144,22,ST,SUB,BIT,11,1958
TN,Humphreys,18642,Tennessee Valley Authority,3406,Johnsonville,8,,OP,172.8,141,144,22,ST,SUB,BIT,1,1959
TN,Humphreys,18642,Tennessee Valley Authority,3406,Johnsonville,9,,OP,172.8,141,144,22,ST,SUB,BIT,6,1959
TN,Roane,18642,Tennessee Valley Authority,3407,Kingston,1,,OP,175,132,135,22,ST,BIT,SUB,2,1954
TN,Roane,18642,Tennessee Valley Authority,3407,Kingston,2,,OP,175,132,135,22,ST,BIT,SUB,4,1954
TN,Roane,18642,Tennessee Valley Authority,3407,Kingston,3,,OP,175,132,135,22,ST,BIT,SUB,6,1954
TN,Roane,18642,Tennessee Valley Authority,3407,Kingston,4,,OP,175,132,135,22,ST,BIT,SUB,7,1954
TN,Roane,18642,Tennessee Valley Authority,3407,Kingston,5,,OP,200,174,176,22,ST,BIT,SUB,1,1955
TN,Roane,18642,Tennessee Valley Authority,3407,Kingston,6,,OP,200,174,176,22,ST,BIT,SUB,3,1955
TN,Roane,18642,Tennessee Valley Authority,3407,Kingston,7,,OP,200,174,176,22,ST,BIT,SUB,5,1955
TN,Roane,18642,Tennessee Valley Authority,3407,Kingston,8,,OP,200,174,176,22,ST,BIT,SUB,8,1955
TN,Roane,18642,Tennessee Valley Authority,3407,Kingston,9,,OP,200,174,176,22,ST,BIT,SUB,12,1955
TX,Grimes,18715,Texas Municipal Power Agency,6136,Gibbons Creek,1,,OP,453.5,470,470,22,ST,SUB,,10,1983
WA,Lewis,19099,TransAlta Centralia Gen LLC,3845,Transalta Centralia Generation,1,,OP,729.9,670,670,22,ST,SUB,DFO,12,1972
WA,Lewis,19099,TransAlta Centralia Gen LLC,3845,Transalta Centralia Generation,2,,OP,729.9,670,670,22,ST,SUB,DFO,7,1973
IL,Douglas,19145,Trigen-Cinergy Sol-Tuscola LLC,55245,Tuscola Station,TG1,,SB,6,3.8,3.5,325,ST,BIT,NG,6,1953
IL,Douglas,19145,Trigen-Cinergy Sol-Tuscola LLC,55245,Tuscola Station,TG2,,OP,6,4.9,4.6,325,ST,BIT,NG,6,1953
IL,Douglas,19145,Trigen-Cinergy Sol-Tuscola LLC,55245,Tuscola Station,TG3,,OP,6,4.8,5,325,ST,BIT,NG,1,2001
CO,Jefferson,19173,Colorado Energy Nations Company LLLP,10003,Colorado Energy Nations Company,GEN1,,OP,7.5,10,10,22,ST,BIT,NG,9,1976
CO,Jefferson,19173,Colorado Energy Nations Company LLLP,10003,Colorado Energy Nations Company,GEN2,,OP,7.5,10,10,22,ST,BIT,NG,5,1977
CO,Jefferson,19173,Colorado Energy Nations Company LLLP,10003,Colorado Energy Nations Company,GEN3,,OP,20,20,20,22,ST,BIT,NG,6,1983
CO,Jefferson,19173,Colorado Energy Nations Company LLLP,10003,Colorado Energy Nations Company,VBPT,,SB,0.4,0.4,0.4,22,ST,BIT,NG,10,1997
NY,Onondaga,19194,Syracuse Energy Corp,50651,Trigen Syracuse Energy,GEN1,,OP,90.6,62.8,61.9,22,ST,BIT,OBG,8,1991
NY,Onondaga,19194,Syracuse Energy Corp,50651,Trigen Syracuse Energy,GEN2,,OP,10.5,11,11,22,ST,BIT,OBG,7,2002
CO,LAS ANIMAS,19204,City of Trinidad,511,Trinidad,1,,OS,3.7,3.8,3.8,22,ST,BIT,,5,1950
TX,Milam,19323,TXU Generation Co LP,6648,Sandow No 4,4,,OP,590.6,600,600,22,ST,LIG,DFO,5,1981
MO,Franklin,19436,Union Electric Co - (MO),2103,Labadie,1,,OP,573.7,604,616,22,ST,SUB,,6,1970
MO,Franklin,19436,Union Electric Co - (MO),2103,Labadie,2,,OP,573.7,594,598,22,ST,SUB,,6,1971
MO,Franklin,19436,Union Electric Co - (MO),2103,Labadie,3,,OP,621,601,616,22,ST,SUB,,8,1972
MO,Franklin,19436,Union Electric Co - (MO),2103,Labadie,4,,OP,621,602,617,22,ST,SUB,,8,1973
MO,St Louis,19436,Union Electric Co - (MO),2104,Meramec,1,,OP,137.5,119,125,22,ST,SUB,NG,5,1953
MO,St Louis,19436,Union Electric Co - (MO),2104,Meramec,2,,OP,137.5,121,127,22,ST,SUB,NG,7,1954
MO,St Louis,19436,Union Electric Co - (MO),2104,Meramec,3,,OP,289,261,266,22,ST,SUB,,1,1959
MO,St Louis,19436,Union Electric Co - (MO),2104,Meramec,4,,OP,359,334,355,22,ST,SUB,,7,1961
MO,St Charles,19436,Union Electric Co - (MO),2107,Sioux,1,,OP,549.7,485,495,22,ST,SUB,BIT,5,1967
MO,St Charles,19436,Union Electric Co - (MO),2107,Sioux,2,,OP,549.7,485,495,22,ST,SUB,BIT,5,1968
MO,Jefferson,19436,Union Electric Co - (MO),6155,Rush Island,1,,OP,621,611,610,22,ST,SUB,,3,1976
MO,Jefferson,19436,Union Electric Co - (MO),6155,Rush Island,2,,OP,621,611,623,22,ST,SUB,,3,1977
AK,Fairbanks North Star,19511,University of Alaska,50711,University of Alaska Fairbanks,GEN1,,OP,1.5,0.5,1.4,611,ST,SUB,DFO,1,1964
AK,Fairbanks North Star,19511,University of Alaska,50711,University of Alaska Fairbanks,GEN2,,OP,1.5,0.5,1.4,611,ST,SUB,DFO,1,1964
AK,Fairbanks North Star,19511,University of Alaska,50711,University of Alaska Fairbanks,GEN3,,OP,10,8.1,10,611,ST,SUB,DFO,4,1981
IL,Champaign,19528,University of Illinois,54780,University of Illinois Abbott Power Plt,T10,,OP,12.5,12.5,12.5,611,ST,BIT,NG,8,2004
IL,Champaign,19528,University of Illinois,54780,University of Illinois Abbott Power Plt,T11,,OP,12.5,12.5,12.5,611,ST,BIT,NG,6,2004
IL,Champaign,19528,University of Illinois,54780,University of Illinois Abbott Power Plt,T12,,OP,7,7,7,611,ST,BIT,NG,4,2004
IL,Champaign,19528,University of Illinois,54780,University of Illinois Abbott Power Plt,T6,,OP,7.5,7.5,7.5,611,ST,BIT,NG,6,1959
IL,Champaign,19528,University of Illinois,54780,University of Illinois Abbott Power Plt,T7,,OP,7.5,7.5,7.5,611,ST,BIT,NG,8,1962
